Jahrgangsstufe,Kapitel,Unterkapitel,Aufgabe,Beschreibung,AFB,Minimalfahrplan,Kompetenz
6,3 - Multiplikation und Division von Brüchen,3.5 - Multiplizieren von Dezimalbrüchen (4 Aufgaben),19,,AFB_II,Ja,K1 K3 K6
6,3 - Multiplikation und Division von Brüchen,3.5 - Multiplizieren von Dezimalbrüchen (4 Aufgaben),20,,AFB_II,,K2 K3
6,3 - Multiplikation und Division von Brüchen,3.5 - Multiplizieren von Dezimalbrüchen (4 Aufgaben),21,Teste dich,AFB_II,Ja,K5
6,3 - Multiplikation und Division von Brüchen,3.5 - Multiplizieren von Dezimalbrüchen (4 Aufgaben),22,Teste dich,AFB_II,Ja,K3
6,3 - Multiplikation und Division von Brüchen,3.5 - Multiplizieren von Dezimalbrüchen (4 Aufgaben),23,,AFB_III,Ja,K1 K2
6,3 - Multiplikation und Division von Brüchen,3.5 - Multiplizieren von Dezimalbrüchen (4 Aufgaben),24,,AFB_III,,K1 K3 K6
6,3 - Multiplikation und Division von Brüchen,3.5 - Multiplizieren von Dezimalbrüchen (4 Aufgaben),25,Grundwissen,AFB_II,,K4
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),1,,AFB_I,Ja,K5
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),2,,AFB_I,Ja,K5
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),3,,AFB_I,Ja,K2 K3
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),4,,AFB_I,,K1 K3
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),5,,AFB_I,Ja,K2 K6
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),6,,AFB_I,Ja,K5
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),7,,AFB_I,Ja,K5
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),8,,AFB_I,,K1
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),9,,AFB_I,,K3 K4
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),10,Teste dich,AFB_II,Ja,K5
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),11,Teste dich,AFB_II,Ja,K2
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),12,,AFB_II,,K2
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),13,,AFB_II,Ja,K2 K4 K6
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),14,,AFB_II,,K1 K6
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),15,,AFB_II,,K2
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),16,,AFB_II,,K2
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),17,,AFB_II,,K2 K3
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),18,,AFB_II,Ja,K2 K4
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),19,,AFB_II,Ja,K4 K5
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),20,,AFB_II,,K4 K5
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),21,,AFB_II,Ja,K2
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),22,,AFB_II,Ja,K1 K3
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),23,,AFB_II,,K3 K6
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),24,,AFB_II,,K3 K6
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),25,,AFB_II,Ja,K3
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),26,,AFB_II,Ja,K5
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),27,Teste dich,AFB_II,Ja,K2 K4
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),28,Teste dich,AFB_II,Ja,K5
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),29,Teste dich,AFB_II,Ja,K2 K3
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),30,,AFB_III,Ja,K2 K3
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),31,,AFB_III,,K2
6,3 - Multiplikation und Division von Brüchen,3.6 - Dividieren von Dezimalbrüchen (4 Aufgaben),32,Grundwissen,AFB_II,,K4
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,1,,AFB_I,,K5
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,2,,AFB_I,,K5
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,3,,AFB_I,,
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,4,,AFB_I,,K3
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,5,,AFB_I,,K2 K6
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,6,,AFB_I,,K2
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,7,,AFB_I,,K2 K4
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,8,,AFB_I,,K5
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,9,,AFB_II,,K2
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,10,,AFB_II,,K1
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,11,,AFB_II,,K2
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,12,,AFB_II,,K2
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,13,,AFB_II,,K3
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,14,,AFB_II,,K2
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,15,,AFB_II,,K3
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,16,,AFB_II,,K1 K2 K4
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,17,,AFB_II,,K2 K3 K4
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,18,,AFB_III,,K2
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,19,,AFB_III,,K1 K3
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,20,,AFB_III,,K3
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,21,,AFB_III,,K2 K6
6,3 - Multiplikation und Division von Brüchen,Wiederholen - Vertiefen - Verenetzen,22,,AFB_III,,K2 K3 K4
6,3 - Multiplikation und Division von Brüchen,Teste dich,1,Teste dich,AFB_II,,K5
6,3 - Multiplikation und Division von Brüchen,Teste dich,2,Teste dich,AFB_II,,K2 K6
6,3 - Multiplikation und Division von Brüchen,Teste dich,3,Teste dich,AFB_II,,K5
6,3 - Multiplikation und Division von Brüchen,Teste dich,4,Teste dich,AFB_II,,K5
6,3 - Multiplikation und Division von Brüchen,Teste dich,5,Teste dich,AFB_II,,K4 K5 K6
6,3 - Multiplikation und Division von Brüchen,Teste dich,6,Teste dich,AFB_II,,K3
6,3 - Multiplikation und Division von Brüchen,Teste dich,7,Teste dich,AFB_II,,K2
6,3 - Multiplikation und Division von Brüchen,Teste dich,8,Teste dich,AFB_II,,K4 K5
6,3 - Multiplikation und Division von Brüchen,Teste dich,9,Teste dich,AFB_II,,K2 K3
6,3 - Multiplikation und Division von Brüchen,Teste dich,10,Teste dich,AFB_II,,K2 K3
6,3 - Multiplikation und Division von Brüchen,Teste dich,11,Teste dich,AFB_II,,K1 K2 K6
6,3 - Multiplikation und Division von Brüchen,Teste dich,12,Teste dich,AFB_II,,K3 K6
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),1,,AFB_I,Ja,K2
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),2,,AFB_I,Ja,K1 K4 K6
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),3,,AFB_I,,K2 K4 K5
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),4,,AFB_I,,K1 K5 K6
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),5,Teste dich,AFB_II,Ja,K2 K5 K6
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),6,,AFB_II,Ja,K2 K6
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),7,,AFB_II,Ja,K2 K5
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),8,,AFB_II,Ja,K2 K3 K4
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),9,,AFB_II,,K3 K4
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),10,,AFB_II,,K1
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),11,,AFB_II,Ja,K2 K4
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),12,,AFB_II,Ja,K2 K4 K5
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),13,,AFB_II,Ja,K2 K5
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),14,,AFB_II,,K2 K6
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),15,,AFB_II,Ja,K1 K6
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),16,Teste dich,AFB_II,Ja,K1 K4
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),17,Teste dich,AFB_II,Ja,K2 K5
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),18,,AFB_III,Ja,K2 K6
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),19,,AFB_III,,K1 K2
6,4 - Flächeninhalte,4.1 - Flächeninhalt eines Parallelogramms (4 Aufgaben),20,Grundwissen,AFB_II,,K2 K5
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),1,,AFB_I,Ja,K5
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),2,,AFB_I,Ja,K2
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),3,,AFB_I,Ja,K2 K5
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),4,,AFB_I,Ja,K1 K6
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),5,,AFB_I,Ja,K2 K3
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),6,,AFB_I,,K2 K6
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),7,Teste dich,AFB_II,Ja,K2 K5
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),8,Teste dich,AFB_II,Ja,K2 K5
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),9,,AFB_II,,K4 K5
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),10,,AFB_II,Ja,K1 K5
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),11,,AFB_II,Ja,K2 K5
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),12,,AFB_II,,K1 K2 K4
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),13,,AFB_II,Ja,K2
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),14,,AFB_II,Ja,K1
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),15,,AFB_II,,K1 K5 K6
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),16,,AFB_II,,K2 K5
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),17,,AFB_II,,
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),18,,AFB_II,Ja,K3
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),19,,AFB_II,,K1 K5 K6
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),20,,AFB_II,Ja,K1 K6
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),21,,AFB_II,,K3 K6
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),22,,AFB_II,,K2 K5
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),23,Teste dich,AFB_II,Ja,K1 K5 K6
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),24,Teste dich,AFB_II,Ja,K2 K6
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),25,,AFB_III,,K1 K2 K3 K6
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),26,,AFB_III,Ja,K4 K5
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),27,Grundwissen,AFB_II,,K4 K5
6,4 - Flächeninhalte,4.2 - Flächeninhalt eines Dreiecks (5 Aufgaben),28,Grundwissen,AFB_II,,K5
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),1,,AFB_I,Ja,K2 K4
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),2,,AFB_I,Ja,K2 K5
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),3,,AFB_I,,K4 K5
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),4,Teste dich,AFB_II,Ja,K2 K4
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),5,,AFB_II,Ja,K2 K5
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),6,,AFB_II,Ja,K2 K5
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),7,,AFB_II,Ja,K1 K2
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),8,,AFB_II,,K1 K6
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),9,,AFB_II,Ja,K2 K5 K6
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),10,,AFB_II,Ja,K2 K6
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),11,,AFB_II,,K4 K6
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),12,,AFB_II,Ja,K2 K4
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),13,,AFB_II,,K2 K3 K4
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),14,,AFB_II,Ja,K3 K4
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),15,,AFB_II,,K1 K4 K5
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),16,,AFB_II,,K1 K3 K6
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),17,,AFB_II,,K1 K2
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),18,,AFB_II,Ja,K1 K6
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),19,,AFB_II,Ja,K4 K5
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),20,Teste dich,AFB_II,Ja,K2 K5 K6
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),21,Teste dich,AFB_II,Ja,K1 K2
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),22,,AFB_III,,K2 K5
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),23,,AFB_III,,K4 K5
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),24,Grundwissen,AFB_II,,K2 K5
6,4 - Flächeninhalte,4.3 - Flächeninhalt eines Trapezes (5 Aufgaben),25,Grundwissen,AFB_II,,K2
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),1,,AFB_I,Ja,K2 K4 K6
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),2,,AFB_I,,K5
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),3,,AFB_I,Ja,K1 K2
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),4,,AFB_I,,K4 K5
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),5,,AFB_I,Ja,K3 K4
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),6,,AFB_I,,K4 K5
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),7,Teste dich,AFB_II,Ja,K1 K4 K5
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),8,,AFB_II,,K1 K3
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),9,,AFB_II,Ja,K2 K4
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),10,,AFB_II,,K3 K5
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),11,,AFB_II,Ja,K2 K6
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),12,,AFB_II,Ja,K5
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),13,,AFB_II,Ja,K2 K5 K6
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),14,,AFB_II,Ja,K1
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),15,,AFB_II,,K4 K5 K6
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),16,,AFB_II,Ja,K5
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),17,,AFB_II,,K2 K5
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),18,,AFB_II,,K2
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),19,,AFB_II,Ja,K1 K4 K6
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),20,Teste dich,AFB_II,Ja,K1 K4 K5
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),21,Teste dich,AFB_II,Ja,K2 K5
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),22,,AFB_III,,K2 K5
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),23,,AFB_III,,K5
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),24,Grundwissen,AFB_II,,K5
6,4 - Flächeninhalte,4.4 - Netz und Oberflächeninhalt (5 Aufgaben),25,Grundwissen,AFB_II,,K2 K5
6,4 - Flächeninhalte,Wiederholen,1,,AFB_II,,K5
6,4 - Flächeninhalte,Wiederholen,2,,AFB_II,,K2
6,4 - Flächeninhalte,Wiederholen,3,,AFB_II,,K2 K3 K6
6,4 - Flächeninhalte,Wiederholen,4,,AFB_II,,K2 K5
6,4 - Flächeninhalte,Wiederholen,5,,AFB_II,,K1 K4 K6
6,4 - Flächeninhalte,Wiederholen,6,,AFB_II,,K1 K2
6,4 - Flächeninhalte,Wiederholen,7,,AFB_II,,K5
6,4 - Flächeninhalte,Wiederholen,8,,AFB_II,,K4 K5 K6
6,4 - Flächeninhalte,Wiederholen,9,,AFB_II,,K1
6,4 - Flächeninhalte,Wiederholen,10,,AFB_II,,K2 K3 K4 K6
6,4 - Flächeninhalte,Wiederholen,11,,AFB_II,,K4 K6
6,4 - Flächeninhalte,Wiederholen,12,,AFB_II,,K1 K5
6,4 - Flächeninhalte,Wiederholen,13,,AFB_II,,K5 K6
6,4 - Flächeninhalte,Wiederholen,14,,AFB_II,,K5 K6
6,4 - Flächeninhalte,Wiederholen,15,,AFB_II,,K2 K6
6,4 - Flächeninhalte,Wiederholen,16,,AFB_II,,K2 K5
6,4 - Flächeninhalte,Wiederholen,17,,AFB_II,,K3 K5
6,4 - Flächeninhalte,Wiederholen,18,,AFB_II,,K2 K4 K6
6,4 - Flächeninhalte,Wiederholen,19,,AFB_II,,K2 K3 K4
6,4 - Flächeninhalte,Wiederholen,20,,AFB_II,,K2
6,4 - Flächeninhalte,Wiederholen,21,,AFB_II,,K1 K3
6,4 - Flächeninhalte,Wiederholen,22,,AFB_II,,K2 K4
6,4 - Flächeninhalte,Teste dich,1,Teste dich,AFB_II,,K5
6,4 - Flächeninhalte,Teste dich,2,Teste dich,AFB_II,,K3 K5
6,4 - Flächeninhalte,Teste dich,3,Teste dich,AFB_II,,K4 K5
6,4 - Flächeninhalte,Teste dich,4,Teste dich,AFB_II,,K1 K2 K6
6,4 - Flächeninhalte,Teste dich,5,Teste dich,AFB_II,,K2 K5 K6
6,4 - Flächeninhalte,Teste dich,6,Teste dich,AFB_II,,K2 K4
6,4 - Flächeninhalte,Teste dich,7,Teste dich,AFB_II,,K5
6,4 - Flächeninhalte,Teste dich,8,Teste dich,AFB_II,,K2
6,4 - Flächeninhalte,Teste dich,9,Teste dich,AFB_II,,K2 K3 K4
6,4 - Flächeninhalte,Teste dich,10,Teste dich,AFB_II,,K1 K3 K4 K6
6,5 - Kapitel 5,5.1,1,,AFB_II,Ja,K5
6,5 - Kapitel 5,5.1,2,,AFB_II,,K5
6,5 - Kapitel 5,5.1,3,,AFB_II,,K1 K2
6,5 - Kapitel 5,5.1,4,,AFB_II,Ja,K2 K5
6,5 - Kapitel 5,5.1,5,,AFB_II,Ja,K2 K4
6,5 - Kapitel 5,5.1,6,,AFB_II,Ja,K1 K4 K5
6,5 - Kapitel 5,5.1,7,,AFB_II,,K2 K4 K6
6,5 - Kapitel 5,5.1,8,,AFB_II,Ja,K2 K5 K6
6,5 - Kapitel 5,5.1,9,,AFB_II,Ja,K1
6,5 - Kapitel 5,5.1,10,,AFB_II,,K3 K4
6,5 - Kapitel 5,5.1,11,,AFB_II,,K3 K4
6,5 - Kapitel 5,5.1,12,,AFB_II,Ja,K1
6,5 - Kapitel 5,5.1,13,,AFB_II,Ja,K2 K6
6,5 - Kapitel 5,5.1,14,,AFB_II,,K6
6,5 - Kapitel 5,5.2,1,,AFB_II,Ja,K1 K3 K6
6,5 - Kapitel 5,5.2,2,,AFB_II,Ja,K1 K5
6,5 - Kapitel 5,5.2,3,,AFB_II,Ja,K5
6,5 - Kapitel 5,5.2,4,,AFB_II,,K2 K5
6,5 - Kapitel 5,5.2,5,,AFB_II,Ja,K5
6,5 - Kapitel 5,5.2,6,,AFB_II,Ja,K2 K5 K6
6,5 - Kapitel 5,5.2,7,,AFB_II,,K2
6,5 - Kapitel 5,5.2,8,,AFB_II,Ja,K2 K6
6,5 - Kapitel 5,5.2,9,,AFB_II,,K3
6,5 - Kapitel 5,5.2,10,,AFB_II,Ja,K2 K5
6,5 - Kapitel 5,5.2,11,,AFB_II,,K2
6,5 - Kapitel 5,5.2,12,,AFB_II,,K2 K5
6,5 - Kapitel 5,5.2,13,,AFB_II,Ja,K5
6,5 - Kapitel 5,5.2,14,,AFB_II,Ja,K1 K4
6,5 - Kapitel 5,5.2,15,,AFB_II,Ja,K4
6,5 - Kapitel 5,5.2,16,,AFB_II,Ja,K2 K5
6,5 - Kapitel 5,5.2,17,,AFB_II,Ja,K1 K3
6,5 - Kapitel 5,5.2,18,,AFB_II,Ja,K3 K6
6,5 - Kapitel 5,5.2,19,,AFB_II,,K2 K6
6,5 - Kapitel 5,5.2,20,,AFB_II,Ja,K2 K5
6,5 - Kapitel 5,5.2,21,,AFB_II,Ja,K2 K5
6,5 - Kapitel 5,5.2,22,,AFB_II,Ja,K2 K4
6,5 - Kapitel 5,5.2,23,,AFB_II,Ja,K2 K5
6,5 - Kapitel 5,5.2,24,,AFB_II,,K1 K3
6,5 - Kapitel 5,5.2,25,,AFB_II,Ja,K2 K5
6,5 - Kapitel 5,5.2,26,,AFB_II,,K2 K3 K6
6,5 - Kapitel 5,5.2,27,,AFB_II,Ja,K1 K2 K3
6,5 - Kapitel 5,5.2,28,,AFB_II,Ja,K2 K5
6,5 - Kapitel 5,5.2,29,,AFB_II,Ja,K1 K2
6,5 - Kapitel 5,5.2,30,,AFB_II,,K2 K5
6,5 - Kapitel 5,5.2,31,,AFB_II,,K5 K6
6,5 - Kapitel 5,5.2,32,,AFB_II,Ja,K2 K3
6,5 - Kapitel 5,5.2,33,,AFB_II,,K2 K5
6,5 - Kapitel 5,5.3,1,,AFB_II,Ja,K5 K6
6,5 - Kapitel 5,5.3,2,,AFB_II,Ja,K5
6,5 - Kapitel 5,5.3,3,,AFB_II,Ja,K5 K6
6,5 - Kapitel 5,5.3,4,,AFB_II,,K1
6,5 - Kapitel 5,5.3,5,,AFB_II,Ja,K2 K3
6,5 - Kapitel 5,5.3,6,,AFB_II,,K2 K6
6,5 - Kapitel 5,5.3,7,,AFB_II,,K2 K3
6,5 - Kapitel 5,5.3,8,,AFB_II,Ja,K2 K5
6,5 - Kapitel 5,5.3,9,,AFB_II,Ja,K2 K5 K6
